flow idle time max,flow idle time min,flow idle time mean,flow idle time std,flow active time max,flow active time min,flow active time mean,flow active time std,flow IAT max,fw IAT max,bw IAT max,flow IAT min,fw IAT min,bw IAT min,flow IAT mean,fw IAT mean,bw IAT mean,flow IAT std,fw IAT std,bw IAT std,flow IAT tot,fw iAT tot,bw IAT tot,flow packet APDU length max,flow packet APDU length mean,flow packet APDU length std,flow packet APDU length var,fw packet APDU length max,fw packet APDU length min,fw packet APDU length mean,fw packet APDU length std,bw packet APDU length max,bw packet APDU length min,bw packet APDU length mean,bw packet APDU length std,bw packet APDU length var,flow duration,flow down/up ratio,flow total IEC104_S_Message packets,fw total IEC104_S_Message packets,bw total IEC104_S_Message packets,flow total IEC104_U_Message packets,fw total IEC104_U_Message packets,bw total IEC104_U_Message packets,fw_subflow_packets,bw_subflow_packets,fw avg packets/bulk,bw avg packets/bulk,cot=1,cot=6,cot=7,cot=10,cot=20,type_id_process_information_in_control_direction,type_id_system_information_in_control_direction,Label
10.016999959945698,8.34373188018799,9.45721689860026,0.9643111062456692,0.953126042266846,0.0,0.241782306480408,0.4742431023371599,10.016999959945698,10.016999959945698,8.34373188018799,0.002931118011475,10.0109188556671,0.002931118011475,2.9338779926300003,10.0139594078064,1.16385763883591,4.53165332132557,-1.0,2.9155748224811,29.338779926300003,20.0279188156128,9.31086111068726,18,9.81818181818182,5.68890467169528,32.363636363636395,14,4,7.33333333333333,5.77350269189626,18,4,10.75,5.75077634510581,33.0714285714286,29.338779969223,2.6666666666666696,1,0,1,4,2,2,0,2,0.0,4.0,1,1,2,0,1,0,3,c_ci_na_1_DoS
10.0153629779816,10.0121819972992,10.0137724876404,-1.0,6.16114805867004,0.008979009796143,2.325184668518069,3.3458248120846896,10.0153629779816,10.0153629779816,3.5548079013824503,0.003239154815674,10.0121819972992,0.003239154815674,2.700309896469121,10.0137724876404,0.8719442486763,4.05031663491075,-1.0,1.41060984009652,27.0030989646912,20.0275449752808,6.9755539894104,18,9.81818181818182,5.68890467169528,32.363636363636395,14,4,7.33333333333333,5.77350269189626,18,4,10.75,5.75077634510581,33.0714285714286,27.0030989515381,2.6666666666666696,1,0,1,4,2,2,0,4,0.0,0.0,1,1,2,0,1,0,3,c_ci_na_1_DoS
10.0137021541595,10.0108599662781,10.0122810602188,-1.0,0.957218814712525,0.005202,0.3243312898152669,0.548103253443336,10.0137021541595,10.0137021541595,0.953888893127441,0.003329992294312,10.0108599662781,0.003329992294312,2.9996508530208,10.0122810602188,0.1945987701416019,4.80305831241823,-1.0,0.424458505565199,20.9975559711456,20.0245621204376,0.972993850708008,18,8.25,5.99404466354493,35.9285714285714,14,4,7.33333333333333,5.77350269189626,18,4,8.8,6.72309452558864,45.2,20.997555981918303,1.6666666666666698,1,0,1,4,2,2,0,0,0.0,0.0,1,1,1,0,0,0,2,c_ci_na_1_DoS
10.0212190151215,8.327672004699709,9.45441365242004,0.975792934790833,0.624660912857056,0.0,0.159946469314575,0.3098395369062089,10.0212190151215,10.0212190151215,8.327672004699709,0.0034959316253659,10.014349937439,0.0034959316253659,3.62537837028503,10.0177844762802,1.49457633495331,4.85945692135242,-1.0,3.35656407269915,29.003026962280305,20.0355689525604,8.96745800971985,18,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,18,4,9.66666666666667,6.37704215656966,40.6666666666667,29.003027004531894,2.0,1,0,1,4,2,2,0,2,0.0,0.0,1,1,1,0,0,0,2,c_ci_na_1_DoS
10.0148341655731,9.26188206672668,9.75893640518188,0.4305247811066789,1.70028703463745,0.0,0.4290867374114989,0.847477959167288,10.0148341655731,10.0148341655731,10.0000929832459,0.0041248798370359,10.0148341655731,0.0041248798370359,4.42759370803833,10.0148341655731,3.49638696511587,5.029035447258599,-1.0,4.80264621349526,30.9931559562683,10.0148341655731,20.9783217906952,18,9.5,6.023762469230861,36.2857142857143,14,4,9.0,-1.0,18,4,9.66666666666667,6.37704215656966,40.6666666666667,30.9931560522614,3.0,1,0,1,3,1,2,0,4,0.0,0.0,1,1,1,0,0,0,2,c_ci_na_1_DoS
10.0147762298584,10.0141930580139,10.014484643936198,-1.0,0.94269402658081,0.011835763656616,0.3223785967458089,0.537209058639691,10.0147762298584,10.0147762298584,0.9387309551239008,0.003935813903809,10.0141930580139,0.003935813903809,2.9994435650961697,10.014484643936198,0.193427133560181,4.80424537877418,-1.0,0.4166527453765,20.9961049556732,20.0289692878723,0.967135667800903,18,8.25,5.99404466354493,35.9285714285714,14,4,7.33333333333333,5.77350269189626,18,4,8.8,6.72309452558864,45.2,20.9961049386444,1.6666666666666698,1,0,1,4,2,2,0,0,0.0,0.0,1,1,1,0,0,0,2,c_ci_na_1_DoS
10.0134818553925,10.0091481208801,10.0113149881363,-1.0,1.09104491696167,0.006319006256104,0.6583410293324791,0.574658949935548,10.0134818553925,10.0134818553925,1.08130383491516,0.002694129943848,10.0091481208801,0.002694129943848,2.7497066259384195,10.0113149881363,0.32917050520579,4.5023771538344,-1.0,0.5067362577218579,21.9976530075073,20.0226299762726,1.97502303123474,18,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,18,4,9.66666666666667,6.37704215656966,40.6666666666667,21.997653022659303,2.0,1,0,1,4,2,2,0,2,0.0,0.0,1,1,1,0,0,0,2,c_ci_na_1_DoS
10.0197157859802,7.28374791145325,9.1053032875061,1.57751741761138,0.954085039749146,0.0,0.242843013645172,0.474192837293622,10.0197157859802,10.0197157859802,7.28374791145325,0.003238201141357,10.012446165084802,0.003238201141357,3.53591024875641,10.0160809755325,1.37585333983103,4.69921375153535,-1.0,2.91883340941304,28.2872819900513,20.032161951065103,8.25512003898621,18,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,18,4,9.66666666666667,6.37704215656966,40.6666666666667,28.2872819063415,2.0,1,0,1,4,2,2,0,2,0.0,0.0,1,1,1,0,0,0,2,c_ci_na_1_DoS
10.0206000804901,10.0093531608582,10.0149766206741,-1.0,0.953754819091797,0.005123,0.3223578651529949,0.546807960413022,10.0206000804901,10.0206000804901,0.949905872344971,0.003429889678955,10.0093531608582,0.003429889678955,2.99957527433123,10.0149766206741,0.1934147357940669,4.80485536708221,-1.0,0.422891949591145,20.9970269203186,20.0299532413483,0.967073678970337,18,8.25,5.99404466354493,35.9285714285714,14,4,7.33333333333333,5.77350269189626,18,4,8.8,6.72309452558864,45.2,20.9970269775696,1.6666666666666698,1,0,1,4,2,2,0,0,0.0,0.0,1,1,1,0,0,0,2,c_ci_na_1_DoS
10.0285060405731,9.10252618789673,9.714194377263391,0.52978802325282,0.843775915100098,0.0,0.21463796635437,0.419439770851693,10.0285060405731,10.0285060405731,9.10252618789673,0.003157138824463,10.0115509033203,0.003157138824463,3.75014185905456,10.0200284719467,1.66017965475718,4.95488632323578,-1.0,3.6612986009225,30.0011348724365,20.0400569438934,9.961077928543087,18,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,18,4,9.66666666666667,6.37704215656966,40.6666666666667,30.0011349606628,2.0,1,0,1,4,2,2,0,2,0.0,0.0,1,1,1,0,0,0,2,c_ci_na_1_DoS
10.015928030014,9.681547880172731,9.90370734532674,0.192399123542327,0.2754471017761229,0.0,0.072981725070953,0.135034739819588,10.015928030014,10.015928030014,9.681547880172731,0.003345966339111,10.0136461257935,0.003345966339111,3.75038114190102,10.014787077903698,1.6622458299001102,5.09727634993459,-1.0,3.93009319890179,30.0030491352081,20.0295741558075,9.97347497940064,18,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,18,4,9.66666666666667,6.37704215656966,40.6666666666667,30.0030490961456,2.0,1,0,1,4,2,2,0,2,0.0,0.0,1,1,1,0,0,0,2,c_ci_na_1_DoS
10.0112240314484,10.0078999996185,10.0095620155334,-1.0,0.963942839309692,0.007983,0.326896595433553,0.5516983687641949,10.0112240314484,10.0112240314484,0.9599039554595952,0.00388503074646,10.0078999996185,0.00388503074646,2.9999734333583303,10.0095620155334,0.1961380004882809,4.80113388252766,-1.0,0.42696134700033,20.9998140335083,20.019124031066895,0.980690002441406,18,8.25,5.99404466354493,35.9285714285714,14,4,7.33333333333333,5.77350269189626,18,4,8.8,6.72309452558864,45.2,20.999814060379,1.6666666666666698,1,0,1,4,2,2,0,0,0.0,0.0,1,1,1,0,0,0,2,c_ci_na_1_DoS
10.0149819850922,10.0100240707397,10.012503027916,-1.0,0.6884228050537111,0.007079,0.323419675933838,0.3432686570804699,10.0149819850922,10.0149819850922,0.684902906417847,0.003520011901855,10.0100240707397,0.003520011901855,2.62440812587738,10.012503027916,0.1617098251978559,4.566022223176139,-1.0,0.276662329649519,20.995265007019,20.0250060558319,0.970258951187134,18,8.888888888888891,5.92546294487706,35.1111111111111,14,4,7.33333333333333,5.77350269189626,18,4,9.66666666666667,6.37704215656966,40.6666666666667,20.995265009841894,2.0,1,0,1,4,2,2,0,0,0.0,0.0,1,1,1,0,0,0,2,c_ci_na_1_DoS
