type_id_process_information_in_control_direction,flow packet APDU length max,flow IAT min,type_id_system_information_in_control_direction,cot=1,bw IAT min,bw packet APDU length max,bw packet APDU length var,cot=10,flow packet APDU length var,bw packet APDU length std,flow duration,flow IAT tot,fw IAT min,flow packet APDU length std,flow packet APDU length mean,flow total IEC104_U_Message packets,bw packet APDU length mean,fw iAT tot,flow idle time max,flow idle time std,bw total IEC104_U_Message packets,flow IAT mean,flow IAT max,fw total IEC104_U_Message packets,fw IAT mean,flow IAT std,flow active time min,flow total IEC104_S_Message packets,flow idle time min,fw IAT std,flow idle time mean,fw IAT max,bw IAT max,flow active time std,flow active time max,bw IAT std,cot=6,flow down/up ratio,flow active time mean,bw_subflow_packets,bw IAT tot,bw IAT mean,fw packet APDU length mean,fw_subflow_packets,fw packet APDU length std,bw total IEC104_S_Message packets,fw packet APDU length min,cot=7,bw packet APDU length min,cot=20,Label
0,18,0.002931118011475,3,1,0.002931118011475,18,33.0714285714286,0,32.363636363636395,5.75077634510581,29.338779969223,29.338779926300003,10.0109188556671,5.68890467169528,9.81818181818182,4,10.75,20.0279188156128,10.016999959945698,0.9643111062456692,2,2.9338779926300003,10.016999959945698,2,10.0139594078064,4.53165332132557,0.0,1,8.34373188018799,-1.0,9.45721689860026,10.016999959945698,8.34373188018799,0.4742431023371599,0.953126042266846,2.9155748224811,1,2.6666666666666696,0.241782306480408,2,9.31086111068726,1.16385763883591,7.33333333333333,0,5.77350269189626,1,4,2,4,1,2.0
0,18,0.003239154815674,3,1,0.003239154815674,18,33.0714285714286,0,32.363636363636395,5.75077634510581,27.0030989515381,27.0030989646912,10.0121819972992,5.68890467169528,9.81818181818182,4,10.75,20.0275449752808,10.0153629779816,-1.0,2,2.700309896469121,10.0153629779816,2,10.0137724876404,4.05031663491075,0.008979009796143,1,10.0121819972992,-1.0,10.0137724876404,10.0153629779816,3.5548079013824503,3.3458248120846896,6.16114805867004,1.41060984009652,1,2.6666666666666696,2.325184668518069,4,6.9755539894104,0.8719442486763,7.33333333333333,0,5.77350269189626,1,4,2,4,1,2.0
0,18,0.003329992294312,2,1,0.003329992294312,18,45.2,0,35.9285714285714,6.72309452558864,20.997555981918303,20.9975559711456,10.0108599662781,5.99404466354493,8.25,4,8.8,20.0245621204376,10.0137021541595,-1.0,2,2.9996508530208,10.0137021541595,2,10.0122810602188,4.80305831241823,0.005202,1,10.0108599662781,-1.0,10.0122810602188,10.0137021541595,0.953888893127441,0.548103253443336,0.957218814712525,0.424458505565199,1,1.6666666666666698,0.3243312898152669,0,0.972993850708008,0.1945987701416019,7.33333333333333,0,5.77350269189626,1,4,1,4,0,2.0
0,18,0.0034959316253659,2,1,0.0034959316253659,18,40.6666666666667,0,35.1111111111111,6.37704215656966,29.00302700453189,29.003026962280305,10.014349937439,5.92546294487706,8.888888888888891,4,9.66666666666667,20.0355689525604,10.0212190151215,0.975792934790833,2,3.62537837028503,10.0212190151215,2,10.0177844762802,4.85945692135242,0.0,1,8.327672004699709,-1.0,9.45441365242004,10.0212190151215,8.327672004699709,0.3098395369062089,0.624660912857056,3.35656407269915,1,2.0,0.159946469314575,2,8.96745800971985,1.49457633495331,7.33333333333333,0,5.77350269189626,1,4,1,4,0,2.0
0,18,0.0041248798370359,2,1,0.0041248798370359,18,40.6666666666667,0,36.2857142857143,6.37704215656966,30.9931560522614,30.9931559562683,10.0148341655731,6.023762469230861,9.5,3,9.66666666666667,10.0148341655731,10.0148341655731,0.4305247811066789,2,4.42759370803833,10.0148341655731,1,10.0148341655731,5.029035447258599,0.0,1,9.26188206672668,-1.0,9.75893640518188,10.0148341655731,10.0000929832459,0.847477959167288,1.70028703463745,4.80264621349526,1,3.0,0.4290867374114989,4,20.9783217906952,3.49638696511587,9.0,0,-1.0,1,4,1,4,0,2.0
0,18,0.003935813903809,2,1,0.003935813903809,18,45.2,0,35.9285714285714,6.72309452558864,20.9961049386444,20.9961049556732,10.0141930580139,5.99404466354493,8.25,4,8.8,20.0289692878723,10.0147762298584,-1.0,2,2.9994435650961697,10.0147762298584,2,10.014484643936198,4.80424537877418,0.011835763656616,1,10.0141930580139,-1.0,10.014484643936198,10.0147762298584,0.9387309551239008,0.537209058639691,0.94269402658081,0.4166527453765,1,1.6666666666666698,0.3223785967458089,0,0.967135667800903,0.193427133560181,7.33333333333333,0,5.77350269189626,1,4,1,4,0,2.0
0,18,0.002694129943848,2,1,0.002694129943848,18,40.6666666666667,0,35.1111111111111,6.37704215656966,21.997653022659303,21.9976530075073,10.0091481208801,5.92546294487706,8.888888888888891,4,9.66666666666667,20.0226299762726,10.0134818553925,-1.0,2,2.7497066259384195,10.0134818553925,2,10.0113149881363,4.5023771538344,0.006319006256104,1,10.0091481208801,-1.0,10.0113149881363,10.0134818553925,1.08130383491516,0.574658949935548,1.09104491696167,0.5067362577218579,1,2.0,0.6583410293324791,2,1.97502303123474,0.32917050520579,7.33333333333333,0,5.77350269189626,1,4,1,4,0,2.0
0,18,0.003238201141357,2,1,0.003238201141357,18,40.6666666666667,0,35.1111111111111,6.37704215656966,28.2872819063415,28.2872819900513,10.012446165084802,5.92546294487706,8.888888888888891,4,9.66666666666667,20.032161951065103,10.0197157859802,1.57751741761138,2,3.53591024875641,10.0197157859802,2,10.0160809755325,4.69921375153535,0.0,1,7.28374791145325,-1.0,9.1053032875061,10.0197157859802,7.28374791145325,0.474192837293622,0.954085039749146,2.91883340941304,1,2.0,0.242843013645172,2,8.25512003898621,1.37585333983103,7.33333333333333,0,5.77350269189626,1,4,1,4,0,2.0
0,18,0.003429889678955,2,1,0.003429889678955,18,45.2,0,35.9285714285714,6.72309452558864,20.9970269775696,20.9970269203186,10.0093531608582,5.99404466354493,8.25,4,8.8,20.0299532413483,10.0206000804901,-1.0,2,2.99957527433123,10.0206000804901,2,10.0149766206741,4.80485536708221,0.005123,1,10.0093531608582,-1.0,10.0149766206741,10.0206000804901,0.949905872344971,0.546807960413022,0.953754819091797,0.422891949591145,1,1.6666666666666698,0.3223578651529949,0,0.967073678970337,0.1934147357940669,7.33333333333333,0,5.77350269189626,1,4,1,4,0,2.0
0,18,0.003157138824463,2,1,0.003157138824463,18,40.6666666666667,0,35.1111111111111,6.37704215656966,30.0011349606628,30.0011348724365,10.0115509033203,5.92546294487706,8.888888888888891,4,9.66666666666667,20.0400569438934,10.0285060405731,0.52978802325282,2,3.75014185905456,10.0285060405731,2,10.0200284719467,4.95488632323578,0.0,1,9.10252618789673,-1.0,9.714194377263391,10.0285060405731,9.10252618789673,0.419439770851693,0.843775915100098,3.6612986009225,1,2.0,0.21463796635437,2,9.961077928543087,1.66017965475718,7.33333333333333,0,5.77350269189626,1,4,1,4,0,2.0
